alias,syllable,onset,vowel,variant,file,duration_s,peak,rms,crest_db,zero_crossing_rate,spectral_centroid_hz,energy_ratio_above_4khz
ㅊㅞ,췌,ㅊ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\췌.wav,0.46,0.85995483,0.23272543,11.35263604,0.10520089,2388.04777072,0.13520053
ㅊㅞ,췌,ㅊ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\췌.wav,0.46,0.8642531,0.27740343,9.8705824,0.10815874,2367.67118109,0.13280824
ㅊㅟ,취,ㅊ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\취.wav,0.46,0.85995483,0.26590153,10.19509617,0.11920138,2321.82678419,0.14401636
ㅊㅟ,취,ㅊ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\취.wav,0.46,0.86455985,0.30933323,8.92736968,0.1208775,2288.29771756,0.14094773
ㅊㅠ,츄,ㅊ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\츄.wav,0.46,0.85995483,0.24378106,10.9495136,0.12797634,2984.31969679,0.26928101
ㅊㅠ,츄,ㅊ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\츄.wav,0.46,0.85824079,0.2866494,9.52516214,0.13049051,2961.85083299,0.26353944
ㅊㅡ,츠,ㅊ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\츠.wav,0.46,0.85995483,0.22693273,11.57157011,0.11841262,2847.17622468,0.20977507
ㅊㅡ,츠,ㅊ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\츠.wav,0.46,0.86234159,0.27018601,10.08032937,0.12171555,2820.27719469,0.20391501
ㅊㅢ,츼,ㅊ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\츼.wav,0.46,0.85995483,0.26762839,10.13886923,0.11920138,2803.2286868,0.21128269
ㅊㅢ,츼,ㅊ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\츼.wav,0.46,0.86480109,0.31393464,8.80153976,0.1208775,2771.64737941,0.20608157
ㅊㅣ,치,ㅊ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\치.wav,0.46,0.85995483,0.2795454,9.76046575,0.13586394,3048.21794528,0.27890779
ㅊㅣ,치,ㅊ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\치.wav,0.46,0.85950712,0.32572937,8.42785107,0.13847671,3087.27897182,0.28195349
ㅋㅏ,카,ㅋ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\카.wav,0.41798186,0.85995483,0.25221821,10.65398404,0.10590278,2686.73793252,0.16565264
ㅋㅏ,카,ㅋ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\카.wav,0.41798186,0.86241131,0.29645553,9.27509778,0.11035156,2682.84790645,0.16631401
ㅋㅐ,캐,ㅋ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\캐.wav,0.41798186,0.85995483,0.27237918,9.98603466,0.09917535,2945.27796102,0.23465438
ㅋㅐ,캐,ㅋ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\캐.wav,0.41798186,0.86371749,0.31958476,8.63571296,0.10595703,2931.73171087,0.23806281
ㅋㅑ,캬,ㅋ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\캬.wav,0.41798186,0.85995483,0.28080105,9.72153826,0.10112847,3004.90979038,0.25256463
ㅋㅑ,캬,ㅋ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\캬.wav,0.41798186,0.8589193,0.32860607,8.3455357,0.10715061,3069.90702779,0.25501004
ㅋㅒ,컈,ㅋ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\컈.wav,0.41798186,0.85995483,0.23025465,11.44534456,0.11328125,2970.4265067,0.27220855
ㅋㅒ,컈,ㅋ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\컈.wav,0.41798186,0.85872246,0.27163183,9.9974433,0.11914062,2993.39064163,0.27188857
ㅋㅓ,커,ㅋ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\커.wav,0.41798186,0.85995483,0.26523342,10.21694795,0.11393229,2511.79524676,0.13333222
ㅋㅓ,커,ㅋ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\커.wav,0.41798186,0.85976283,0.30761849,8.92732462,0.12044271,2495.20880616,0.1353571
ㅋㅔ,케,ㅋ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\케.wav,0.41798186,0.85995483,0.25456374,10.57358206,0.1296658,3265.85619004,0.28124367
ㅋㅔ,케,ㅋ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\케.wav,0.41798186,0.86058695,0.30057422,9.13686063,0.13465712,3264.69866451,0.27704568
ㅋㅕ,켜,ㅋ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\켜.wav,0.41798186,0.85995483,0.2324099,11.36442034,0.11414931,3032.41182878,0.25749897
ㅋㅕ,켜,ㅋ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\켜.wav,0.41798186,0.86494483,0.27288986,10.02002029,0.12076823,3053.79559462,0.2558839
ㅋㅖ,켸,ㅋ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\켸.wav,0.41798186,0.85995483,0.27266723,9.97685387,0.12011719,3211.31757622,0.2800826
ㅋㅖ,켸,ㅋ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\켸.wav,0.41798186,0.86089203,0.31831386,8.64186294,0.12646484,3255.95993759,0.28087361
ㅋㅗ,코,ㅋ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\코.wav,0.41798186,0.85995483,0.28903179,9.47060061,0.09657118,2466.22122559,0.14386627
ㅋㅗ,코,ㅋ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\코.wav,0.41798186,0.86339857,0.33275302,8.28178639,0.10340712,2416.1495368,0.13894043
ㅋㅘ,콰,ㅋ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\콰.wav,0.41798186,0.85995483,0.24339902,10.96313632,0.10015191,2312.8638808,0.12680496
ㅋㅘ,콰,ㅋ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\콰.wav,0.41798186,0.86536021,0.28593091,9.61871614,0.1062283,2282.89511759,0.12467419
ㅋㅙ,쾌,ㅋ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\쾌.wav,0.41798186,0.85995483,0.23379138,11.31294307,0.10134549,2361.95512756,0.14022624
ㅋㅙ,쾌,ㅋ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\쾌.wav,0.41798186,0.86270041,0.27629484,9.88974447,0.10687934,2351.03481372,0.14195848
ㅋㅚ,쾨,ㅋ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\쾨.wav,0.41798186,0.85995483,0.27391548,9.93718146,0.10579427,2480.44552486,0.16084217
ㅋㅚ,쾨,ㅋ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\쾨.wav,0.41798186,0.8606438,0.3146156,8.74086394,0.11246745,2505.8355104,0.16378582
ㅋㅛ,쿄,ㅋ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\쿄.wav,0.41798186,0.85995483,0.24496451,10.90744951,0.0921224,2915.65028555,0.24281791
ㅋㅛ,쿄,ㅋ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\쿄.wav,0.41798186,0.86249598,0.28997819,9.46783502,0.09809028,2890.82468001,0.23852598
ㅋㅜ,쿠,ㅋ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\쿠.wav,0.41798186,0.85995483,0.2383781,11.14418587,0.0686849,2158.57717541,0.10605405
ㅋㅜ,쿠,ㅋ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\쿠.wav,0.41798186,0.86172306,0.28192883,9.70456462,0.07351345,2104.82963203,0.10068834
ㅋㅝ,쿼,ㅋ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\쿼.wav,0.41798186,0.85995483,0.19473942,12.90043543,0.09157986,2229.69362584,0.1160462
ㅋㅝ,쿼,ㅋ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\쿼.wav,0.41798186,0.86280575,0.23323161,11.36251236,0.09673394,2182.071856,0.11230431
ㅋㅞ,퀘,ㅋ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\퀘.wav,0.41798186,0.85995483,0.28585506,9.56659525,0.08203125,2398.05167608,0.15615955
ㅋㅞ,퀘,ㅋ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\퀘.wav,0.41798186,0.86495285,0.33226638,8.31012075,0.0890842,2374.06618432,0.15436176
ㅋㅟ,퀴,ㅋ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\퀴.wav,0.41798186,0.85995483,0.22420982,11.67642022,0.07921007,2562.10949435,0.17175243
ㅋㅟ,퀴,ㅋ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\퀴.wav,0.41798186,0.86481008,0.26732951,10.19747681,0.08550347,2532.39138664,0.17001075
ㅋㅠ,큐,ㅋ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\큐.wav,0.41798186,0.85995483,0.24097994,11.04989483,0.0703125,2874.13818615,0.23644821
ㅋㅠ,큐,ㅋ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\큐.wav,0.41798186,0.85914973,0.28767301,9.50339477,0.07736545,2854.12840795,0.23264903
ㅋㅡ,크,ㅋ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\크.wav,0.41798186,0.85995483,0.28725457,9.52417386,0.08311632,2714.90387328,0.17235606
ㅋㅡ,크,ㅋ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\크.wav,0.41798186,0.86395641,0.33496933,8.22973583,0.09006076,2681.17054236,0.16915359
ㅋㅢ,킈,ㅋ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\킈.wav,0.41798186,0.85995483,0.28578664,9.56867449,0.09884983,2920.41224522,0.21628819
ㅋㅢ,킈,ㅋ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\킈.wav,0.41798186,0.84902408,0.33392342,8.10546241,0.10508898,2906.76842611,0.21278151
ㅋㅣ,키,ㅋ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅋ\키.wav,0.41798186,0.85995483,0.26210762,10.31992002,0.14637587,3101.96582697,0.26994543
ㅋㅣ,키,ㅋ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅋ\키.wav,0.41798186,0.86095987,0.30430035,9.03360919,0.15180122,3165.04697879,0.27692364
ㅌㅏ,타,ㅌ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\타.wav,0.41798186,0.85995483,0.26363814,10.26934808,0.11208767,2746.95029229,0.17207009
ㅌㅏ,타,ㅌ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\타.wav,0.41798186,0.86314098,0.31097351,8.86716674,0.1178928,2730.17798941,0.16961384
ㅌㅐ,태,ㅌ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\태.wav,0.41798186,0.85995483,0.25043207,10.71571407,0.13020833,3144.94578165,0.24803142
ㅌㅐ,태,ㅌ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\태.wav,0.41798186,0.8590029,0.29508857,9.28084475,0.13606771,3099.65301944,0.23878846
ㅌㅑ,탸,ㅌ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\탸.wav,0.41798186,0.85995483,0.24270031,10.98810612,0.11588542,2896.13263237,0.25469434
ㅌㅑ,탸,ㅌ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\탸.wav,0.41798186,0.86040851,0.28555641,9.58025554,0.12255859,2897.20722239,0.25356436
ㅌㅒ,턔,ㅌ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\턔.wav,0.41798186,0.85995483,0.21495851,12.04242011,0.09819878,3042.81931706,0.25966546
ㅌㅒ,턔,ㅌ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\턔.wav,0.41798186,0.85920198,0.25640809,10.50327103,0.10405816,3019.72842344,0.25073198
ㅌㅓ,터,ㅌ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\터.wav,0.41798186,0.85995483,0.22038427,11.82590093,0.08420139,2597.28094337,0.13138328
ㅌㅓ,터,ㅌ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\터.wav,0.41798186,0.8654597,0.26099003,10.41245878,0.09098307,2492.0899489,0.11456957
ㅌㅔ,테,ㅌ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\테.wav,0.41798186,0.85995483,0.24049118,11.06752961,0.13172743,3091.1627008,0.26911163
ㅌㅔ,테,ㅌ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\테.wav,0.41798186,0.86128959,0.28572361,9.58406147,0.13802083,3099.04350621,0.26507869
ㅌㅕ,텨,ㅌ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\텨.wav,0.41798186,0.85995483,0.26401804,10.25684071,0.11035156,2933.78084967,0.24019183
ㅌㅕ,텨,ㅌ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\텨.wav,0.41798186,0.86017961,0.31001472,8.86413639,0.11621094,2943.3316795,0.23792691
ㅌㅖ,톄,ㅌ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\톄.wav,0.41798186,0.85995483,0.22472011,11.65667407,0.11078559,3141.08584756,0.28431755
ㅌㅖ,톄,ㅌ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\톄.wav,0.41798186,0.85869269,0.26825445,10.10581655,0.11669922,3157.81020891,0.28057988
ㅌㅗ,토,ㅌ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\토.wav,0.41798186,0.85995483,0.27761329,9.82070767,0.06966146,2317.79655873,0.13693611
ㅌㅗ,토,ㅌ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\토.wav,0.41798186,0.86228722,0.32812355,8.39229102,0.07644314,2269.41182096,0.13397349
ㅌㅘ,톼,ㅌ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\톼.wav,0.41798186,0.85995483,0.27720626,9.83345226,0.08723958,2434.68839636,0.13975258
ㅌㅘ,톼,ㅌ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\톼.wav,0.41798186,0.8618986,0.32288182,8.52825171,0.09261068,2413.29126007,0.14224273
ㅌㅙ,퇘,ㅌ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\퇘.wav,0.41798186,0.85995483,0.23864927,11.13431058,0.09418403,2351.19654077,0.14855098
ㅌㅙ,퇘,ㅌ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\퇘.wav,0.41798186,0.86400152,0.27498173,9.94421319,0.10053168,2342.15400109,0.15632553
ㅌㅚ,퇴,ㅌ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\퇴.wav,0.41798186,0.85995483,0.22370712,11.69591672,0.10525174,2630.70115018,0.17680945
ㅌㅚ,퇴,ㅌ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\퇴.wav,0.41798186,0.86527752,0.26418739,10.30486677,0.11056858,2624.64873518,0.1815591
ㅌㅛ,툐,ㅌ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\툐.wav,0.41798186,0.85995483,0.26695213,10.16084504,0.10720486,3054.90560346,0.26759944
ㅌㅛ,툐,ㅌ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\툐.wav,0.41798186,0.86417774,0.31155541,8.86135567,0.11393229,3108.57947318,0.27452488
ㅌㅜ,투,ㅌ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\투.wav,0.41798186,0.85995483,0.29820762,9.199138,0.0859375,2202.17041363,0.1065147
ㅌㅜ,투,ㅌ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\투.wav,0.41798186,0.86461249,0.34769701,7.91241104,0.09163411,2182.27810923,0.1071533
ㅌㅝ,퉈,ㅌ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\퉈.wav,0.41798186,0.85995483,0.26948504,10.0788196,0.09168837,2223.28269804,0.11163038
ㅌㅝ,퉈,ㅌ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\퉈.wav,0.41798186,0.86202409,0.31695796,8.69035467,0.097602,2203.01160474,0.11135684
ㅌㅞ,퉤,ㅌ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\퉤.wav,0.41798186,0.85995483,0.24075631,11.05795934,0.09266493,2451.92468376,0.15917809
ㅌㅞ,퉤,ㅌ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\퉤.wav,0.41798186,0.86465722,0.28045894,9.77949358,0.09906684,2448.23727476,0.1612365
ㅌㅟ,튀,ㅌ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\튀.wav,0.41798186,0.85995483,0.26808111,10.12418868,0.08713108,2583.33267515,0.1732124
ㅌㅟ,튀,ㅌ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\튀.wav,0.41798186,0.86483167,0.30977494,8.91770594,0.09163411,2566.17276998,0.16576343
ㅌㅠ,튜,ㅌ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\튜.wav,0.41798186,0.85995483,0.26227468,10.31438547,0.09874132,2869.84925752,0.23306345
ㅌㅠ,튜,ㅌ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\튜.wav,0.41798186,0.86013648,0.30964673,8.87401746,0.10400391,2886.29422776,0.23162482
ㅌㅡ,트,ㅌ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\트.wav,0.41798186,0.85995483,0.25179551,10.66855317,0.09602865,2728.26557897,0.18311496
ㅌㅡ,트,ㅌ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\트.wav,0.41798186,0.86308305,0.29762658,9.24761755,0.10313585,2694.96234742,0.18107026
ㅌㅢ,틔,ㅌ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\틔.wav,0.41798186,0.85995483,0.29866566,9.185807,0.09494358,3018.85725014,0.22659762
ㅌㅢ,틔,ㅌ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\틔.wav,0.41798186,0.8612078,0.3468486,7.89936029,0.10080295,3063.53414291,0.23232543
ㅌㅣ,티,ㅌ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅌ\티.wav,0.41798186,0.85995483,0.2315189,11.3977839,0.10839844,3076.75318168,0.2983926
ㅌㅣ,티,ㅌ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅌ\티.wav,0.41798186,0.85686306,0.27357369,9.91674194,0.11360677,3073.94874744,0.29361824
ㅍㅏ,파,ㅍ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\파.wav,0.41798186,0.85995483,0.25320856,10.61994513,0.10351562,2700.67856036,0.16731081
ㅍㅏ,파,ㅍ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\파.wav,0.41798186,0.86154329,0.29823077,9.21449292,0.10742188,2684.95078477,0.16816252
ㅍㅐ,패,ㅍ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\패.wav,0.41798186,0.85995483,0.28700226,9.53180649,0.11946615,2974.43031056,0.21281065
ㅍㅐ,패,ㅍ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\패.wav,0.41798186,0.86220697,0.33210293,8.28677633,0.12456597,3034.70664103,0.22220517
ㅍㅑ,퍄,ㅍ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\퍄.wav,0.41798186,0.85995483,0.26171852,10.33282368,0.08398438,2892.05755012,0.24051407
ㅍㅑ,퍄,ㅍ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\퍄.wav,0.41798186,0.85686421,0.30619559,8.93826136,0.08995226,2963.32123605,0.2464899
ㅍㅒ,퍠,ㅍ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\퍠.wav,0.41798186,0.85995483,0.25914142,10.41877614,0.13009983,3013.13808339,0.26278343
ㅍㅒ,퍠,ㅍ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\퍠.wav,0.41798186,0.86226278,0.30077223,9.14803817,0.13585069,3008.78155511,0.2582929
ㅍㅓ,퍼,ㅍ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\퍼.wav,0.41798186,0.85995483,0.2693484,10.0832249,0.08387587,2609.89424366,0.14265271
ㅍㅓ,퍼,ㅍ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\퍼.wav,0.41798186,0.86025552,0.31932272,8.60795287,0.09152561,2558.13257945,0.13766324
ㅍㅔ,페,ㅍ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\페.wav,0.41798186,0.85995483,0.25742567,10.47647597,0.09733073,3123.34143487,0.2618571
ㅍㅔ,페,ㅍ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\페.wav,0.41798186,0.86284513,0.30267547,9.09911259,0.10416667,3168.82157327,0.26618292
ㅍㅕ,펴,ㅍ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\펴.wav,0.41798186,0.85995483,0.2192049,11.87250764,0.11892361,3006.49976615,0.26552695
ㅍㅕ,펴,ㅍ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\펴.wav,0.41798186,0.86116331,0.2608476,10.37397356,0.12304688,3003.02923348,0.2618038
ㅍㅖ,폐,ㅍ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\폐.wav,0.41798186,0.85995483,0.2670444,10.1578434,0.09244792,3186.90944032,0.29133581
ㅍㅖ,폐,ㅍ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\폐.wav,0.41798186,0.86074525,0.31185118,8.81854491,0.09868707,3205.37267917,0.28669329
ㅍㅗ,포,ㅍ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\포.wav,0.41798186,0.85995483,0.300974,9.11893338,0.09613715,2295.92313906,0.12160667
ㅍㅗ,포,ㅍ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\포.wav,0.41798186,0.86266277,0.34322114,8.00534042,0.10329861,2286.09051504,0.12463248
ㅍㅘ,퐈,ㅍ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\퐈.wav,0.41798186,0.85995483,0.23500821,11.26785218,0.09233941,2226.52993345,0.12284991
ㅍㅘ,퐈,ㅍ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\퐈.wav,0.41798186,0.86270748,0.28029497,9.76496529,0.09917535,2196.90095977,0.12120647
ㅍㅙ,퐤,ㅍ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\퐤.wav,0.41798186,0.85995483,0.265564,10.20612881,0.07877604,2417.9301282,0.15165296
ㅍㅙ,퐤,ㅍ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\퐤.wav,0.41798186,0.86319605,0.30999279,8.89515699,0.08371311,2391.46390372,0.15167179
ㅍㅚ,푀,ㅍ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\푀.wav,0.41798186,0.85995483,0.26343209,10.27613918,0.08311632,2586.54285811,0.17439614
ㅍㅚ,푀,ㅍ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\푀.wav,0.41798186,0.86228748,0.30635789,8.98846011,0.08962674,2582.41513723,0.17521642
ㅍㅛ,표,ㅍ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\표.wav,0.41798186,0.85995483,0.24463838,10.91902105,0.09309896,2953.14482848,0.26523213
ㅍㅛ,표,ㅍ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\표.wav,0.41798186,0.85918558,0.2907184,9.41228915,0.09928385,2967.94847626,0.26264932
ㅍㅜ,푸,ㅍ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\푸.wav,0.41798186,0.85995483,0.30635475,8.96502042,0.06629774,2152.9614581,0.10810556
ㅍㅜ,푸,ㅍ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\푸.wav,0.41798186,0.86607036,0.35510216,7.7439973,0.07259115,2122.71737885,0.10906708
ㅍㅝ,풔,ㅍ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\풔.wav,0.41798186,0.85995483,0.24819944,10.79349703,0.10232205,2367.83992488,0.12003983
ㅍㅝ,풔,ㅍ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\풔.wav,0.41798186,0.86548962,0.29157025,9.45037317,0.10883247,2342.28592817,0.11665151
ㅍㅞ,풰,ㅍ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\풰.wav,0.41798186,0.85995483,0.25121546,10.68858561,0.10709635,2378.66561549,0.14609341
ㅍㅞ,풰,ㅍ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\풰.wav,0.41798186,0.86550082,0.29538387,9.33761424,0.11349826,2355.36764767,0.1457261
ㅍㅟ,퓌,ㅍ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\퓌.wav,0.41798186,0.85995483,0.28310392,9.65059524,0.07508681,2418.49337423,0.16269387
ㅍㅟ,퓌,ㅍ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\퓌.wav,0.41798186,0.86479384,0.33236902,8.30584099,0.08067491,2375.18014663,0.16007114
ㅍㅠ,퓨,ㅍ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\퓨.wav,0.41798186,0.85995483,0.27465209,9.91385478,0.08051215,2904.51172557,0.24206336
ㅍㅠ,퓨,ㅍ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\퓨.wav,0.41798186,0.86356013,0.32176388,8.57510569,0.08713108,2930.07445464,0.24326403
ㅍㅡ,프,ㅍ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\프.wav,0.41798186,0.85995483,0.26267505,10.30113635,0.09592014,2668.40845177,0.18090902
ㅍㅡ,프,ㅍ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\프.wav,0.41798186,0.86356829,0.31015665,8.89431171,0.10275608,2663.58743053,0.18261463
ㅍㅢ,픠,ㅍ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\픠.wav,0.41798186,0.85995483,0.26191062,10.32645077,0.09678819,2803.81572508,0.21133736
ㅍㅢ,픠,ㅍ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\픠.wav,0.41798186,0.86337421,0.30579544,9.01536133,0.1022678,2816.53416205,0.21176328
ㅍㅣ,피,ㅍ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅍ\피.wav,0.41798186,0.85995483,0.25726189,10.48200386,0.09917535,3055.22905026,0.30972202
